,lga,Adelie Land (France),Afghanistan,Albania,Algeria,"Americas, nfd",Andorra,Angola,Anguilla,"Antarctica, nfd",Antigua and Barbuda,Argentina,Argentinian Antarctic Territory,Armenia,Aruba,At sea,Australia,"Australia (includes External Territories), nfd",Australian Antarctic Territory,"Australian External Territories, nec",Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bosnia and Herzegovina,Botswana,Brazil,British Antarctic Territory,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,"Caribbean, nfd",Cayman Islands,Central African Republic,"Central America, nfd","Central Asia, nfd","Central and West Africa, nfd",Chad,Chile,Chilean Antarctic Territory,"Chinese Asia (includes Mongolia), nfd",Colombia,Comoros,"Congo, Democratic Republic of",Cook Islands,Costa Rica,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,"Eastern Europe, nfd",Ecuador,Egypt,El Salvador,England,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Gaza Strip and West Bank,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong (SAR of China),Hungary,Iceland,Inadequately described,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,"Japan and the Koreas, nfd",Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Democratic People's Republic of (North)","Korea, Republic of (South)",Kuwait,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau (SAR of China),Madagascar,"Mainland South-East Asia, nfd",Malawi,Malaysia,Maldives,Mali,Malta,"Maritime South-East Asia, nfd",Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,"Melanesia, nfd",Mexico,"Micronesia, Federated States of","Micronesia, nfd","Middle East, nfd",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,"North Africa and the Middle East, nfd","North Africa, nfd","North-East Asia, nfd","North-West Europe, nfd","Northern America, nfd","Northern Europe, nfd",Northern Ireland,Northern Mariana Islands,Norway,Not stated,"Oceania and Antarctica, nfd",Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,"Polynesia (excludes Hawaii), nec","Polynesia (excludes Hawaii), nfd",Portugal,Puerto Rico,Qatar,Queen Maud Land (Norway),Romania,Ross Dependency (New Zealand),Russian Federation,Rwanda,Samoa,"Samoa, American",San Marino,Saudi Arabia,Scotland,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,"South America, nec","South America, nfd","South Eastern Europe, nfd","South-East Asia, nfd","Southern Asia, nfd","Southern Europe, nfd","Southern and Central Asia, nfd","Southern and East Africa, nec","Southern and East Africa, nfd","Southern and Eastern Europe, nfd",Spain,Sri Lanka,St Helena,St Kitts and Nevis,St Lucia,St Pierre and Miquelon,St Vincent and the Grenadines,"Sub-Saharan Africa, nfd",Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United States of America,Uruguay,Uzbekistan,Vanuatu,"Virgin Islands, British","Virgin Islands, United States",Wales,Wallis and Futuna,"Western Europe, nfd",Western Sahara,Yemen,Zambia,Zimbabwe
727,Ararat (RC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9695.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,7.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,245.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,3.0,44.0,6.0,0.0,0.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,507.0,0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0
728,Ballarat (C),0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,80795.0,0.0,0.0,0.0,51.0,14.0,0.0,3.0,30.0,0.0,6.0,7.0,0.0,15.0,0.0,0.0,7.0,0.0,3.0,0.0,6.0,7.0,0.0,0.0,10.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,121.0,0.0,18.0,16.0,18.0,0.0,0.0,0.0,6.0,0.0,30.0,4.0,1993.0,0.0,0.0,9.0,6.0,0.0,44.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,289.0,25.0,0.0,60.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,39.0,0.0,25.0,477.0,33.0,55.0,23.0,126.0,0.0,5.0,177.0,0.0,70.0,0.0,3.0,0.0,24.0,0.0,0.0,24.0,8.0,4.0,34.0,9.0,0.0,5.0,8.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,132.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,22.0,538.0,0.0,657.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,4615.0,0,0.0,42.0,0.0,0.0,30.0,0.0,8.0,193.0,65.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,34.0,0.0,7.0,0.0,0.0,42.0,409.0,0.0,14.0,3.0,0.0,47.0,3.0,19.0,0.0,0.0,189.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,17.0,13.0,3.0,11.0,0.0,5.0,49.0,42.0,0.0,6.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,18.0,195.0,7.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,9.0,48.0
729,Banyule (C),0.0,20.0,38.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,63.0,0.0,11.0,0.0,0.0,87377.0,0.0,0.0,0.0,98.0,3.0,0.0,0.0,48.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,120.0,5.0,45.0,0.0,3.0,35.0,0.0,7.0,15.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,86.0,0.0,0.0,5.0,0.0,418.0,5.0,113.0,38.0,30.0,6.0,0.0,0.0,29.0,10.0,231.0,17.0,3350.0,0.0,4.0,13.0,23.0,0.0,87.0,26.0,119.0,0.0,0.0,0.0,0.0,19.0,0.0,607.0,13.0,0.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,339.0,112.0,3.0,51.0,1660.0,222.0,243.0,82.0,376.0,4.0,22.0,2456.0,3.0,213.0,0.0,26.0,13.0,91.0,3.0,0.0,217.0,28.0,4.0,78.0,425.0,0.0,3.0,12.0,0.0,37.0,0.0,6.0,0.0,0.0,3.0,830.0,0.0,0.0,243.0,0.0,0.0,0.0,3.0,153.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,3.0,11.0,0.0,3.0,3.0,3.0,4.0,52.0,272.0,3.0,1316.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,17.0,4738.0,0,5.0,120.0,0.0,0.0,75.0,0.0,28.0,493.0,279.0,0.0,0.0,52.0,0.0,3.0,0.0,75.0,0.0,98.0,0.0,31.0,0.0,0.0,50.0,632.0,0.0,139.0,15.0,0.0,236.0,19.0,104.0,7.0,495.0,434.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,64.0,59.0,45.0,108.0,0.0,17.0,212.0,0.0,0.0,17.0,10.0,4.0,81.0,0.0,0.0,0.0,3.0,90.0,18.0,395.0,9.0,3.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,4.0,12.0,59.0
730,Bass Coast (S),0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,23465.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,18.0,0.0,12.0,6.0,11.0,0.0,0.0,0.0,6.0,0.0,19.0,3.0,1589.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,175.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,8.0,86.0,21.0,6.0,0.0,100.0,0.0,0.0,248.0,0.0,25.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,3.0,12.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,256.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,3.0,1733.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,85.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,241.0,0.0,9.0,3.0,0.0,10.0,0.0,10.0,6.0,0.0,67.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,19.0,0.0,3.0,0.0,3.0,36.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,60.0,3.0,0.0,3.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0
731,Baw Baw (S),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,36582.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,0.0,7.0,6.0,17.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,1486.0,0.0,0.0,3.0,0.0,0.0,17.0,10.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,228.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,0.0,11.0,81.0,17.0,3.0,7.0,72.0,0.0,0.0,192.0,3.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,343.0,0.0,445.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,1832.0,0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,91.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,15.0,3.0,0.0,15.0,5.0,14.0,0.0,0.0,120.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,19.0,0.0,21.0,0.0,3.0,11.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,16.0,0.0,94.0,0.0,0.0,7.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,22.0
732,Bayside (C),0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,65051.0,0.0,0.0,0.0,121.0,9.0,0.0,5.0,14.0,0.0,70.0,58.0,0.0,0.0,4.0,0.0,54.0,0.0,66.0,0.0,4.0,8.0,0.0,0.0,25.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,146.0,3.0,95.0,71.0,58.0,0.0,0.0,0.0,55.0,4.0,209.0,0.0,5577.0,0.0,0.0,6.0,18.0,0.0,47.0,27.0,259.0,0.0,0.0,0.0,0.0,5.0,16.0,774.0,3.0,4.0,705.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,184.0,175.0,7.0,194.0,660.0,90.0,73.0,20.0,435.0,6.0,211.0,730.0,8.0,329.0,0.0,7.0,21.0,36.0,0.0,0.0,111.0,3.0,7.0,46.0,104.0,0.0,3.0,0.0,0.0,34.0,3.0,4.0,0.0,0.0,3.0,337.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,21.0,0.0,0.0,0.0,26.0,0.0,0.0,15.0,0.0,19.0,3.0,11.0,10.0,12.0,301.0,6.0,1717.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,27.0,4291.0,0,0.0,31.0,0.0,0.0,44.0,0.0,10.0,158.0,522.0,0.0,0.0,37.0,0.0,0.0,0.0,92.0,0.0,379.0,0.0,13.0,0.0,0.0,12.0,840.0,3.0,80.0,9.0,0.0,218.0,11.0,16.0,0.0,10.0,1027.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.0,78.0,105.0,11.0,50.0,3.0,9.0,119.0,0.0,0.0,4.0,8.0,0.0,133.0,0.0,0.0,0.0,10.0,351.0,14.0,844.0,13.0,19.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,4.0,27.0,71.0
733,Benalla (RC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11973.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,57.0,4.0,0.0,3.0,23.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,102.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,575.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,57.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Boroondara (C),0.0,40.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,11.0,0.0,0.0,107741.0,0.0,0.0,0.0,149.0,0.0,0.0,17.0,109.0,4.0,17.0,51.0,0.0,0.0,3.0,0.0,40.0,6.0,103.0,0.0,34.0,24.0,0.0,0.0,66.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,149.0,0.0,4.0,0.0,0.0,212.0,4.0,156.0,73.0,46.0,0.0,0.0,0.0,56.0,0.0,279.0,32.0,5167.0,0.0,3.0,18.0,31.0,0.0,163.0,38.0,281.0,0.0,0.0,0.0,0.0,15.0,9.0,701.0,11.0,6.0,1820.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1567.0,230.0,4.0,64.0,3527.0,734.0,399.0,25.0,482.0,5.0,122.0,1764.0,10.0,410.0,0.0,10.0,0.0,76.0,6.0,0.0,676.0,34.0,33.0,77.0,130.0,0.0,8.0,27.0,0.0,48.0,8.0,31.0,0.0,0.0,9.0,2925.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,43.0,0.0,0.0,0.0,4.0,0.0,22.0,9.0,0.0,12.0,3.0,8.0,4.0,55.0,348.0,7.0,2758.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,122.0,0.0,23.0,6415.0,0,15.0,144.0,0.0,0.0,100.0,0.0,45.0,390.0,446.0,0.0,0.0,30.0,3.0,7.0,0.0,98.0,0.0,132.0,0.0,26.0,0.0,0.0,85.0,705.0,0.0,93.0,19.0,0.0,865.0,20.0,69.0,3.0,4.0,978.0,0.0,0.0,136.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,92.0,1123.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,4.0,78.0,135.0,28.0,723.0,3.0,30.0,451.0,0.0,0.0,20.0,11.0,8.0,133.0,0.0,0.0,0.0,19.0,66.0,54.0,1072.0,12.0,8.0,9.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,40.0,123.0
735,Brimbank (C),0.0,136.0,189.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,336.0,0.0,22.0,0.0,0.0,85773.0,0.0,0.0,0.0,200.0,0.0,0.0,9.0,415.0,0.0,18.0,27.0,0.0,0.0,0.0,0.0,1467.0,8.0,47.0,0.0,6.0,48.0,0.0,38.0,204.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,807.0,0.0,0.0,100.0,0.0,71.0,88.0,10.0,2731.0,4.0,1512.0,32.0,27.0,3.0,0.0,0.0,35.0,5.0,1114.0,516.0,1845.0,0.0,180.0,8.0,624.0,0.0,572.0,50.0,103.0,0.0,0.0,0.0,0.0,40.0,0.0,1096.0,47.0,4.0,2377.0,0.0,0.0,0.0,0.0,12.0,27.0,0.0,10.0,3.0,0.0,8.0,502.0,128.0,0.0,96.0,7767.0,392.0,167.0,243.0,184.0,3.0,28.0,3623.0,3.0,92.0,0.0,25.0,5.0,152.0,0.0,0.0,128.0,44.0,338.0,17.0,763.0,0.0,160.0,95.0,0.0,30.0,0.0,25.0,0.0,0.0,7.0,695.0,0.0,3.0,5376.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,29.0,0.0,0.0,3.0,7.0,0.0,3.0,107.0,0.0,9.0,0.0,0.0,13.0,296.0,239.0,3.0,2407.0,8.0,0.0,64.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,121.0,0.0,11.0,12670.0,0,14.0,697.0,0.0,0.0,87.0,22.0,67.0,5221.0,1284.0,0.0,0.0,271.0,0.0,9.0,0.0,292.0,0.0,136.0,6.0,442.0,7.0,0.0,53.0,454.0,6.0,808.0,21.0,60.0,203.0,27.0,254.0,12.0,133.0,224.0,0.0,3.0,799.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,174.0,1347.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,5.0,27.0,49.0,182.0,96.0,0.0,45.0,420.0,0.0,0.0,152.0,5.0,3.0,728.0,0.0,0.0,0.0,65.0,249.0,72.0,239.0,244.0,3.0,5.0,0.0,0.0,48.0,0.0,0.0,0.0,10.0,11.0,70.0
736,Buloke (S),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,93.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
737,Campaspe (S),0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,32141.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,651.0,0.0,0.0,3.0,0.0,0.0,11.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,7.0,49.0,11.0,0.0,3.0,43.0,0.0,0.0,193.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,8.0,1930.0,0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,140.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,8.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,33.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0
